2018-07-03 19:23:59 ERROR  FileWriter - Error during file creation 'C:\links.txt'
java.nio.file.AccessDeniedException: C:\links.txt
	at sun.nio.fs.WindowsException.translateToIOException(Unknown Source)
	at sun.nio.fs.WindowsException.rethrowAsIOException(Unknown Source)
	at sun.nio.fs.WindowsException.rethrowAsIOException(Unknown Source)
	at sun.nio.fs.WindowsFileSystemProvider.newByteChannel(Unknown Source)
	at java.nio.file.spi.FileSystemProvider.newOutputStream(Unknown Source)
	at java.nio.file.Files.newOutputStream(Unknown Source)
	at java.nio.file.Files.newBufferedWriter(Unknown Source)
	at java.nio.file.Files.newBufferedWriter(Unknown Source)
	at util.FileWriter.writeToFile(FileWriter.java:20)
	at ParallelReader.main(ParallelReader.java:38)
2018-07-03 19:24:33 INFO   FileWriter - File created in 'C:\Users\TKA\Documents\links.txt'
2018-07-03 20:49:08 DEBUG  ParallelReader - Application started
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 DEBUG  LinkParser - parsing
2018-07-03 20:49:11 INFO   FileWriter - File created in 'C:\Users\TKA\Documents\links.txt'
2018-07-03 20:49:11 DEBUG  ParallelReader - Application stoped
2018-07-03 20:50:44 DEBUG  LinkParser - parsing
2018-07-03 20:50:44 DEBUG  LinkParser - parsing
2018-07-03 20:50:44 DEBUG  LinkParser - parsing
2018-07-03 20:51:27 DEBUG  LinkParser - parsing
2018-07-03 20:51:27 DEBUG  LinkParser - parsing
2018-07-03 20:51:27 DEBUG  LinkParser - parsing
2018-07-03 20:55:22 DEBUG  LinkParser - parsing
2018-07-03 20:55:22 DEBUG  LinkParser - parsing
2018-07-03 20:55:22 DEBUG  LinkParser - parsing
2018-07-03 20:56:10 DEBUG  LinkParser - parsing
2018-07-03 20:56:10 DEBUG  LinkParser - parsing
2018-07-03 20:56:10 DEBUG  LinkParser - parsing
2018-07-03 20:58:33 DEBUG  LinkParser - parsing
2018-07-03 20:58:33 DEBUG  LinkParser - parsing
2018-07-03 20:58:33 DEBUG  LinkParser - parsing
2018-07-03 20:59:57 DEBUG  LinkParser - parsing
2018-07-03 20:59:57 DEBUG  LinkParser - parsing
2018-07-03 20:59:57 DEBUG  LinkParser - parsing
2018-07-03 21:00:14 DEBUG  LinkParser - parsing
2018-07-03 21:00:14 DEBUG  LinkParser - parsing
2018-07-03 21:00:14 DEBUG  LinkParser - parsing
2018-07-03 21:02:52 DEBUG  LinkParser - parsing
2018-07-03 21:02:52 DEBUG  LinkParser - parsing
2018-07-03 21:02:52 DEBUG  LinkParser - parsing
2018-07-03 21:06:28 DEBUG  LinkParser - parsing
2018-07-03 21:06:28 DEBUG  LinkParser - parsing
2018-07-03 21:06:28 DEBUG  LinkParser - parsing
2018-07-03 21:08:48 DEBUG  LinkParser - parsing
2018-07-03 21:08:48 DEBUG  LinkParser - parsing
2018-07-03 21:08:48 DEBUG  LinkParser - parsing
2018-07-03 21:10:13 DEBUG  LinkParser - parsing
2018-07-03 21:10:13 DEBUG  LinkParser - parsing
2018-07-03 21:10:13 DEBUG  LinkParser - parsing
2018-07-03 21:11:38 DEBUG  LinkParser - parsing
2018-07-03 21:11:38 DEBUG  LinkParser - parsing
2018-07-03 21:11:38 DEBUG  LinkParser - parsing
2018-07-03 21:13:39 DEBUG  LinkParser - parsing
2018-07-03 21:13:39 DEBUG  LinkParser - parsing
2018-07-03 21:13:39 DEBUG  LinkParser - parsing
2018-07-03 21:14:14 DEBUG  LinkParser - parsing
2018-07-03 21:14:14 DEBUG  LinkParser - parsing
2018-07-03 21:14:14 DEBUG  LinkParser - parsing
2018-07-03 21:15:59 DEBUG  LinkParser - parsing
2018-07-03 21:15:59 DEBUG  LinkParser - parsing
2018-07-03 21:15:59 DEBUG  LinkParser - parsing
